ax,ay,az,gx,gy,gz
-4.53,-0.57,-0.23,-0.11,-0.23,0.24
-5.32,0.12,-0.15,0.19,-0.15,0.68
-4.23,1.67,0.12,0.79,-0.1,0.79
-5.33,3.68,0.92,0.98,0.0,1.01
-6.79,5.05,1.96,0.8,-0.06,1.15
-7.8,5.94,3.22,0.63,0.05,1.08
-9.73,6.52,3.7,0.48,0.23,1.01
-10.89,7.06,3.71,0.49,0.39,0.88
-12.27,7.85,3.29,0.48,0.53,0.68
-13.6,8.48,2.54,0.31,0.48,0.4
-13.07,8.2,1.34,0.06,0.21,0.07
-12.07,7.68,0.62,-0.2,0.04,-0.21
-11.23,6.51,-0.13,-0.37,-0.03,-0.42
-10.43,5.45,-0.72,-0.33,-0.13,-0.56
-9.64,4.82,-0.87,-0.2,-0.25,-0.66
-8.7,4.19,-0.84,-0.2,-0.32,-0.75
-8.05,3.71,-0.53,-0.32,-0.39,-0.77
-7.27,3.04,-0.31,-0.41,-0.43,-0.72
-6.85,2.27,0.17,-0.35,-0.5,-0.6
-6.23,1.49,0.54,-0.16,-0.51,-0.4
