ax,ay,az,gx,gy,gz
-9.23,2.45,-0.59,0.21,-0.03,0.05
-9.33,2.52,-0.7,0.16,0.01,-0.01
-9.37,2.46,-0.77,0.13,-0.0,0.01
-9.32,2.46,-0.68,0.09,-0.06,0.04
-9.35,2.56,-0.75,0.06,-0.1,0.06
-9.26,2.46,-0.8,0.06,-0.12,0.06
-9.23,2.54,-0.75,0.07,-0.14,0.06
-9.25,2.56,-0.7,0.03,-0.14,0.06
-9.26,2.5,-0.61,0.04,-0.16,0.06
-9.23,2.61,-0.6,0.05,-0.17,0.06
-9.06,2.73,-0.61,0.03,-0.14,0.02
-9.03,2.73,-0.54,-0.04,-0.07,-0.01
-9.08,2.66,-0.54,-0.11,-0.02,-0.02
-9.11,2.7,-0.45,-0.16,-0.02,-0.03
-9.16,2.71,-0.49,-0.16,0.01,-0.05
-9.25,2.71,-0.57,-0.12,0.04,-0.09
-9.23,2.64,-0.49,-0.11,0.06,-0.14
-9.22,2.55,-0.54,-0.15,0.08,-0.16
-9.06,2.37,-0.59,-0.22,0.12,-0.17
