ax,ay,az,gx,gy,gz
-6.96,4.39,3.63,0.19,1.44,0.0
-7.87,3.9,-1.19,0.77,1.12,0.03
-8.62,4.52,1.31,0.77,0.34,0.09
-8.94,6.48,1.04,0.32,0.35,0.21
-9.95,6.72,0.24,-0.17,0.61,-0.05
-11.77,6.42,-0.55,-0.64,0.43,-0.2
-11.94,5.93,-0.72,-0.95,0.11,-0.4
-11.5,4.8,-1.12,-1.08,0.02,-0.48
-11.45,3.64,-1.83,-0.84,-0.12,-0.57
-10.78,2.76,-1.93,-0.48,-0.38,-0.62
-9.46,2.19,-1.9,-0.34,-0.64,-0.6
-8.15,1.13,-1.74,-0.3,-0.7,-0.59
-7.24,-0.07,-1.62,-0.19,-0.64,-0.4
-6.69,-0.62,-1.37,-0.1,-0.64,-0.21
-6.33,-0.61,-0.61,0.03,-0.7,0.13
-5.79,-0.48,0.27,0.22,-0.73,0.46
-5.85,0.59,0.93,0.43,-0.68,0.69
-6.09,1.69,1.67,0.56,-0.5,0.87
-6.72,3.17,2.38,0.59,-0.22,1.01
-7.9,5.15,2.88,0.45,0.03,1.03
