ax,ay,az,gx,gy,gz
-8.92,2.46,1.06,0.61,0.98,-0.19
-8.04,2.28,-0.09,0.96,0.84,-0.08
-7.27,2.43,-0.74,1.26,0.06,0.21
-7.18,4.13,0.38,0.98,-0.19,0.09
-6.48,4.28,0.53,0.22,0.04,0.12
-7.25,4.28,0.86,-0.25,0.21,-0.01
-8.73,3.68,0.78,-0.3,0.36,-0.0
-9.74,3.63,0.36,-0.09,0.35,-0.05
-9.88,4.1,0.49,-0.13,0.35,-0.13
-10.33,4.17,0.16,-0.51,0.37,-0.14
-11.67,3.79,-0.51,-0.86,0.05,-0.12
-11.99,2.98,-0.88,-0.89,-0.45,-0.09
-11.25,2.25,-0.54,-0.56,-0.77,-0.02
-9.76,2.2,0.06,-0.17,-0.6,-0.02
-8.85,2.45,0.37,-0.01,-0.42,0.06
-8.17,2.71,0.68,0.0,-0.31,0.1
-7.28,2.79,0.91,-0.04,-0.17,0.05
-7.06,2.76,1.05,-0.02,-0.06,0.05
-7.08,2.79,1.22,0.04,0.04,0.02
-7.18,3.07,1.4,0.05,0.17,0.01
