ax,ay,az,gx,gy,gz
-8.7,2.2,2.87,-0.05,-0.39,-0.16
-8.52,2.06,2.99,-0.02,-0.3,-0.17
-8.5,1.94,3.06,0.0,-0.15,-0.16
-8.64,1.69,3.26,0.06,0.19,-0.12
-8.96,1.64,3.22,0.08,0.28,-0.14
-8.99,1.48,3.16,0.09,0.33,-0.14
-8.96,1.32,3.25,0.11,0.39,-0.11
-9.06,1.21,3.22,0.13,0.43,-0.08
-9.19,1.12,3.02,0.18,0.43,-0.04
-9.24,1.16,3.01,0.21,0.42,-0.01
-9.31,1.18,2.93,0.22,0.4,0.01
-9.31,1.17,2.78,0.22,0.37,0.03
-9.35,1.13,2.63,0.22,0.34,0.05
-9.37,1.26,2.46,0.18,0.23,0.09
-9.31,1.38,2.48,0.14,0.18,0.11
-9.23,1.48,2.54,0.08,0.16,0.11
-9.18,1.56,2.61,0.03,0.14,0.1
-9.1,1.58,2.62,-0.02,0.14,0.08
-9.07,1.58,2.65,-0.05,0.16,0.06
-9.05,1.57,2.69,-0.07,0.19,0.03
