ax,ay,az,gx,gy,gz
-8.29,5.46,2.06,0.71,0.13,0.21
-10.9,6.08,1.36,0.11,0.73,0.11
-11.92,5.83,0.47,-0.19,0.7,-0.0
-11.64,5.9,0.23,-0.4,0.49,-0.05
-11.57,5.55,-0.06,-0.52,0.16,-0.15
-11.05,4.89,-0.34,-0.52,-0.33,-0.11
-9.78,4.13,-0.16,-0.44,-0.82,-0.06
-8.35,3.99,0.55,-0.33,-1.1,-0.0
-7.15,4.07,1.47,-0.29,-0.99,-0.0
-6.32,4.12,1.93,-0.27,-0.67,-0.01
-6.07,3.97,2.23,-0.2,-0.34,-0.06
-5.58,3.71,2.38,-0.15,0.01,-0.09
-6.29,3.67,2.13,-0.16,0.21,-0.04
-6.91,3.83,2.0,-0.22,0.26,-0.06
-7.34,3.62,2.05,-0.22,0.31,-0.11
-8.09,3.95,2.13,-0.22,0.42,-0.08
-9.42,4.02,1.99,-0.14,0.56,-0.12
-10.64,3.66,1.6,0.02,0.61,-0.21
-11.37,3.49,1.13,0.2,0.59,-0.23
-12.05,3.56,0.53,0.24,0.55,-0.26
