ax,ay,az,gx,gy,gz
-2.09,8.84,-3.21,0.03,0.67,-0.34
-2.11,8.1,-3.48,0.04,0.37,-0.23
-2.04,8.06,-3.21,0.16,0.05,-0.02
-1.56,8.46,-2.63,0.18,-0.0,0.02
-2.07,8.28,-2.54,0.14,0.11,-0.02
-2.87,7.71,-2.78,0.09,0.08,0.09
-3.2,7.44,-2.84,0.05,-0.1,0.26
-3.3,7.58,-2.78,0.05,-0.08,0.31
-3.71,7.66,-3.34,0.17,0.07,0.32
-4.61,8.17,-4.27,0.34,0.05,0.38
-5.38,9.08,-5.27,0.43,-0.14,0.42
-6.0,10.04,-6.25,0.47,-0.3,0.32
-6.79,11.17,-7.42,0.6,-0.45,0.17
-7.28,11.85,-8.75,0.91,-0.65,-0.05
-7.91,13.15,-10.09,1.32,-1.02,-0.28
-8.56,14.49,-11.04,1.66,-1.59,-0.6
-8.36,15.62,-11.38,1.89,-2.16,-0.94
-7.87,16.22,-11.56,2.08,-2.54,-1.3
-7.82,16.63,-12.16,2.47,-2.8,-1.66
-7.33,17.35,-12.64,3.06,-3.18,-2.11
