ax,ay,az,gx,gy,gz
-2.35,6.87,5.18,0.09,1.12,-0.24
-3.02,6.24,4.15,0.41,0.84,-0.19
-3.39,5.74,3.52,1.05,0.4,-0.06
-3.35,6.39,3.75,1.54,0.2,-0.08
-3.84,6.9,3.83,1.32,0.19,-0.18
-4.32,6.36,3.6,1.0,0.08,-0.25
-4.58,5.71,3.32,1.06,-0.01,-0.2
-5.07,6.0,2.79,1.77,-0.1,-0.11
-5.61,8.75,2.45,2.24,-0.01,-0.27
-6.25,12.18,2.45,1.67,0.09,-0.82
-6.03,12.87,1.94,1.02,0.48,-1.44
-7.81,11.3,0.6,1.78,0.91,-1.75
-10.89,11.31,-0.54,3.24,0.81,-2.06
-11.46,12.35,-0.43,3.6,0.14,-2.34
-10.71,12.23,0.47,3.09,-0.31,-2.43
-10.82,12.51,0.19,3.1,-0.4,-2.66
-11.19,13.74,-0.01,3.37,-0.57,-3.09
-11.13,14.37,-0.3,3.53,-0.95,-3.29
-10.8,14.42,-0.91,3.72,-1.32,-3.29
-9.6,14.8,-1.94,4.11,-1.48,-3.38
