ax,ay,az,gx,gy,gz
-6.62,3.33,0.91,-1.02,0.69,0.57
-7.92,3.36,0.46,-0.88,0.96,0.56
-9.02,3.7,0.22,-0.82,1.13,0.5
-9.14,3.88,-0.6,-0.87,1.31,0.4
-9.75,3.64,-1.14,-0.96,1.46,0.3
-10.84,3.41,-2.04,-1.05,1.53,0.14
-12.11,3.18,-2.82,-1.06,1.46,0.07
-13.47,3.1,-3.52,-0.88,1.15,-0.03
-13.45,3.16,-3.63,-0.68,0.73,-0.18
-13.19,3.31,-3.71,-0.55,0.31,-0.23
-12.6,3.26,-3.71,-0.5,-0.02,-0.49
-11.68,2.72,-3.53,-0.51,-0.16,-0.72
-10.88,1.73,-3.67,-0.39,-0.28,-0.9
-10.27,0.65,-3.44,-0.21,-0.52,-0.93
-9.35,0.21,-2.91,-0.09,-0.71,-0.88
-8.45,-0.2,-2.48,-0.01,-0.74,-0.83
-7.96,-0.65,-1.96,0.05,-0.68,-0.75
-7.53,-1.07,-1.53,0.08,-0.62,-0.63
-7.19,-1.56,-1.23,0.16,-0.51,-0.44
