ax,ay,az,gx,gy,gz
-8.76,3.69,-1.4,-0.02,0.07,0.0
-8.78,3.85,-1.4,-0.1,0.11,0.0
-8.77,3.78,-1.52,-0.18,0.11,0.01
-8.68,3.78,-1.48,-0.25,0.17,-0.02
-8.76,3.46,-1.76,-0.18,0.17,-0.01
-8.93,3.46,-1.89,-0.03,0.05,0.02
-8.78,3.69,-1.65,0.07,0.0,0.05
-8.76,3.89,-1.6,0.05,0.01,0.05
-8.71,3.88,-1.55,0.0,0.02,0.06
-8.74,3.9,-1.66,-0.04,0.05,0.01
-8.63,3.83,-1.59,-0.02,0.07,-0.02
-8.74,3.74,-1.77,0.04,0.06,-0.0
-8.75,3.73,-1.79,0.07,0.03,0.01
-8.72,3.91,-1.64,0.03,0.0,0.02
-8.71,3.97,-1.68,-0.02,0.0,0.03
-8.66,4.0,-1.64,-0.04,0.0,-0.0
-8.71,4.06,-1.63,-0.05,0.0,-0.01
-8.79,4.25,-1.47,-0.11,0.0,-0.03
-8.74,4.09,-1.57,-0.26,0.05,-0.05
