ax,ay,az,gx,gy,gz
-9.51,0.07,-4.3,1.02,1.07,0.26
-10.29,3.44,-2.58,1.27,-0.57,0.05
-6.0,3.71,-0.73,0.48,-0.28,0.08
-9.65,3.57,-1.53,-0.1,0.16,-0.1
-10.73,2.92,-2.17,-0.1,-0.21,-0.09
-10.63,3.49,-1.56,-0.08,-0.45,-0.09
-10.94,4.13,-1.21,-0.29,-0.55,-0.11
-11.68,3.69,-1.19,-0.28,-0.86,-0.09
-11.89,3.37,-0.94,0.03,-1.49,-0.08
-10.84,3.11,0.09,0.34,-1.89,-0.06
-9.22,2.73,0.31,0.37,-1.82,-0.1
-7.61,2.3,1.59,0.07,-1.51,-0.12
-6.3,1.76,1.54,-0.33,-1.02,0.02
-5.42,1.03,1.7,-0.47,-0.49,0.04
-5.26,0.71,1.92,-0.53,-0.27,0.22
-5.87,1.03,2.1,-0.47,-0.29,0.29
-6.09,1.77,2.57,-0.44,-0.39,0.37
-6.48,2.63,2.84,-0.39,-0.41,0.35
-6.35,2.77,2.77,-0.08,-0.16,0.26
-7.34,3.26,2.82,0.3,0.29,0.17
