ax,ay,az,gx,gy,gz
-8.2,3.41,1.88,0.23,1.93,0.21
-6.68,2.6,0.11,1.14,1.44,0.5
-11.95,5.9,-0.04,0.85,0.92,0.87
-10.77,6.32,0.07,0.55,0.36,0.59
-10.13,7.71,-0.06,0.21,0.62,0.43
-11.38,7.65,-1.46,0.1,0.57,0.12
-10.39,7.27,-1.81,0.22,0.06,-0.12
-9.43,6.73,-1.57,0.19,-0.33,-0.24
-8.9,6.03,-0.83,0.06,-0.67,-0.29
-7.98,4.72,-0.15,-0.12,-0.84,-0.42
-7.11,3.5,0.52,-0.41,-0.8,-0.35
-5.91,2.33,0.4,-0.46,-0.6,-0.14
-5.39,1.73,0.48,-0.3,-0.2,0.14
-5.82,1.87,-0.03,0.11,0.04,0.39
-5.96,3.0,-0.08,0.5,-0.05,0.56
-6.0,4.48,0.26,0.59,-0.05,0.68
-6.57,5.77,0.46,0.41,0.09,0.7
-7.79,6.82,0.76,0.15,0.2,0.66
-9.16,8.12,1.14,-0.16,0.19,0.57
-10.28,9.11,1.34,-0.29,0.1,0.37
