ax,ay,az,gx,gy,gz
0.99,10.51,-2.67,0.45,0.61,-0.36
0.82,10.45,-2.16,0.18,0.56,-0.39
-0.07,9.97,-2.42,0.05,0.32,-0.39
0.11,9.68,-2.17,0.13,0.07,-0.4
-0.08,9.93,-2.14,0.22,0.02,-0.38
-1.02,10.72,-2.39,0.38,-0.16,-0.37
-1.67,11.75,-2.39,0.35,-0.37,-0.6
-2.36,12.0,-2.57,0.12,-0.36,-0.84
-3.38,12.56,-3.67,0.28,-0.32,-1.01
-4.66,14.27,-4.83,0.76,-0.6,-1.22
-4.78,16.44,-5.44,0.96,-0.99,-1.55
-4.46,17.17,-5.94,0.92,-1.21,-1.94
-4.46,16.66,-6.64,0.98,-1.42,-2.38
-4.13,15.95,-7.34,1.33,-1.69,-2.66
-3.62,16.21,-7.89,1.86,-2.01,-2.94
-2.88,16.9,-7.85,2.12,-2.38,-3.26
-2.05,16.23,-7.62,2.09,-2.67,-3.59
-1.42,15.18,-7.88,2.26,-2.89,-3.72
-1.04,14.7,-7.59,2.69,-3.1,-3.88
-0.5,13.93,-6.96,3.09,-3.32,-3.92
