ax,ay,az,gx,gy,gz
12.03,4.17,6.73,2.06,-1.02,-0.59
8.22,8.11,12.54,-1.37,-1.72,-0.98
14.03,8.27,9.93,-4.37,-0.99,-2.41
15.95,4.51,6.19,-4.37,0.72,-3.3
19.61,2.39,2.98,-4.37,3.89,-4.37
19.61,3.84,1.61,-4.37,4.37,-4.37
19.61,13.04,-3.26,-4.37,4.37,-4.37
19.61,8.48,-9.26,-4.37,4.37,-4.37
19.61,14.69,-10.08,-4.37,4.37,-4.37
19.61,19.61,-13.83,-4.37,4.37,-4.37
19.44,19.61,-19.61,-4.37,4.37,-3.39
2.18,19.61,-19.61,-4.37,4.37,-0.89
-9.47,19.61,-19.61,-4.37,4.37,0.79
-16.29,13.87,-19.04,-4.37,4.37,2.77
-19.61,-8.69,-13.22,-4.37,4.37,4.19
-19.61,-18.04,-9.0,-4.37,4.21,3.28
-19.61,-15.27,-1.28,-4.06,2.97,1.72
-19.61,-19.61,0.09,-2.76,0.69,1.68
-19.61,-18.2,-0.94,-0.48,-0.89,1.94
