ax,ay,az,gx,gy,gz
19.61,19.61,-10.24,-1.91,-1.47,1.12
15.98,19.61,-9.75,-4.37,-0.08,0.74
16.65,14.78,-10.12,-4.37,-0.03,0.71
15.75,11.72,-10.22,-3.79,0.2,1.29
15.06,13.67,-10.99,-2.88,0.86,1.7
12.96,16.63,-12.71,-3.74,1.29,2.38
13.44,14.95,-14.17,-4.31,2.17,1.86
12.62,14.23,-14.0,-4.27,3.46,1.2
8.15,16.31,-12.64,-4.37,4.37,1.47
3.29,19.61,-11.01,-4.37,4.36,2.91
0.09,18.5,-9.45,-4.09,3.93,3.62
-0.38,15.87,-8.3,-3.54,4.37,3.41
-2.66,14.22,-6.83,-3.98,4.37,2.82
-6.03,10.48,-6.03,-4.37,4.37,1.87
-8.24,6.95,-5.16,-4.37,4.37,1.53
-8.71,3.62,-4.58,-4.37,4.37,1.4
-8.63,1.47,-4.28,-4.37,4.05,1.66
-8.34,-0.15,-4.79,-4.37,3.63,2.01
-8.53,-0.28,-4.69,-3.61,3.83,2.3
