ax,ay,az,gx,gy,gz
15.62,11.9,-9.83,-1.34,-3.9,1.86
19.32,9.88,-9.85,-1.45,-0.94,0.68
13.93,18.68,-6.96,-4.2,0.76,1.21
13.45,14.22,-9.57,-4.37,0.84,1.88
15.4,5.29,-11.11,-4.37,1.46,1.66
17.23,6.11,-10.83,-2.86,2.86,0.47
12.9,16.37,-10.31,-3.23,3.71,-0.18
8.56,19.61,-10.1,-4.37,3.4,1.77
5.61,18.34,-11.22,-4.37,2.48,3.16
6.97,15.51,-10.41,-3.46,2.96,2.86
6.16,17.88,-9.92,-3.07,4.34,2.16
0.55,19.29,-7.06,-4.09,4.37,1.15
-7.15,19.61,-4.35,-4.37,3.47,2.96
-8.79,14.5,-5.37,-4.37,1.2,4.37
-6.35,10.08,-6.6,-3.57,1.82,4.37
-4.81,7.14,-5.53,-2.78,3.65,4.17
-8.46,8.07,-4.92,-2.98,4.37,3.22
-12.11,12.88,-2.08,-4.31,4.37,3.11
-15.43,11.26,-1.04,-4.37,4.08,2.93
-13.6,6.98,-1.86,-3.89,2.64,2.87
