ax,ay,az,gx,gy,gz
1.68,1.11,-12.19,0.47,0.13,1.74
2.32,-4.69,-8.99,0.94,1.37,0.87
0.4,1.82,-8.17,0.33,0.99,0.02
-0.63,2.74,-5.21,-0.93,-0.51,0.49
0.67,-0.65,-5.04,-1.35,-2.21,0.71
3.37,0.72,-5.4,-0.91,-2.56,0.61
2.12,2.43,-3.81,-1.11,-2.8,0.45
2.22,4.42,-3.66,-2.53,-3.73,-0.01
3.16,4.51,-5.29,-4.37,-4.37,-0.68
3.21,4.86,-10.83,-4.37,-4.37,-1.46
5.88,5.1,-17.02,-4.37,-4.37,-1.9
5.36,5.02,-19.61,-3.72,-3.29,-2.71
1.64,11.24,-19.61,-3.45,-1.45,-2.89
-1.17,19.37,-19.61,-4.37,0.16,-1.79
-2.84,19.61,-19.61,-4.37,1.43,-1.3
-7.03,19.61,-19.61,-4.37,2.2,-0.74
-10.58,19.61,-19.61,-4.37,2.52,1.08
-14.66,19.61,-19.61,-4.37,2.63,2.54
-18.2,19.61,-19.61,-4.37,2.88,3.77
-19.61,19.61,-19.61,-4.37,3.31,4.37
