ax,ay,az,gx,gy,gz
1.51,13.74,-2.93,-0.43,-3.91,1.72
-0.66,10.51,-1.66,-1.03,-3.82,1.28
1.53,13.65,-1.79,-1.39,-4.33,0.89
4.69,14.24,-2.77,-1.87,-4.21,0.73
6.22,16.06,-2.7,-2.24,-4.24,0.69
7.58,16.33,-3.5,-2.63,-4.37,1.05
10.92,15.42,-6.06,-3.12,-4.11,0.94
15.46,14.37,-8.66,-3.21,-2.52,0.97
16.67,14.72,-8.69,-3.08,-1.08,1.14
15.7,16.04,-8.88,-3.29,-0.47,1.81
14.2,17.35,-9.54,-3.54,-0.14,2.86
14.79,16.01,-10.85,-3.04,0.86,3.53
13.89,19.61,-10.13,-2.25,2.44,3.05
8.66,19.61,-8.21,-2.8,2.66,3.66
6.89,19.61,-9.21,-3.53,2.07,4.37
7.65,17.8,-11.22,-2.69,2.61,4.37
6.61,14.68,-11.6,-1.75,3.96,4.37
