ax,ay,az,gx,gy,gz
4.08,-2.64,-19.19,0.57,-2.54,2.95
2.4,-3.03,-16.31,0.24,0.25,0.92
0.3,1.13,-10.81,-0.85,0.28,0.19
0.6,0.76,-9.64,-1.45,-1.49,0.48
3.66,1.29,-10.62,-1.16,-1.96,0.74
2.76,3.05,-9.8,-1.21,-2.07,0.35
2.76,5.29,-9.15,-1.76,-2.57,0.01
2.5,5.75,-10.05,-2.3,-3.15,0.0
4.34,6.34,-11.13,-2.66,-2.85,0.72
3.95,6.48,-10.48,-3.56,-2.47,0.77
2.0,6.45,-10.92,-4.34,-2.87,-0.18
2.07,6.97,-12.36,-4.37,-3.62,-0.76
4.67,8.46,-15.96,-4.37,-3.53,-0.45
4.6,7.81,-18.83,-4.37,-2.5,0.2
-0.03,9.36,-19.61,-4.24,-1.66,-0.14
-1.77,14.14,-19.61,-4.25,-1.03,0.14
-1.48,18.44,-19.61,-4.37,0.12,-0.08
-2.66,19.44,-19.61,-4.37,1.33,-0.1
-4.83,16.93,-19.61,-4.37,2.04,0.01
-7.76,15.61,-19.61,-4.37,2.93,0.02
