ax,ay,az,gx,gy,gz
19.61,-4.79,-19.02,-0.09,0.64,-1.12
19.61,-3.97,-15.13,0.56,4.37,-0.29
19.61,-0.98,-19.61,0.57,4.37,-0.48
19.61,2.0,-19.61,-1.17,4.37,-1.57
11.98,6.99,-19.61,-3.66,4.37,-2.42
-4.32,7.73,-19.61,-4.37,4.37,-2.78
-18.81,8.81,-16.04,-4.37,4.37,-2.76
-19.61,19.61,-14.56,-4.37,4.37,-1.41
-19.61,18.1,-13.75,-4.37,4.37,-1.16
-19.61,-0.69,-14.81,-4.37,4.37,0.92
-19.61,-18.53,-2.56,-4.37,4.37,2.09
-19.61,-19.61,5.04,-3.78,3.38,1.05
-19.61,-19.61,7.62,-1.87,0.04,0.63
-19.04,-19.61,4.13,0.4,-3.34,0.71
-16.42,-15.85,-0.07,2.35,-4.37,0.69
-16.69,-11.09,0.65,2.9,-4.37,0.06
-16.69,-4.54,1.7,2.24,-4.37,-1.08
-13.67,-0.47,3.16,2.33,-4.37,-2.18
-11.09,4.83,5.01,3.0,-4.37,-2.44
