ax,ay,az,gx,gy,gz
7.86,1.31,-0.06,0.01,-0.86,0.82
6.99,-0.12,-1.91,0.62,-0.3,0.42
5.6,-0.16,-1.26,1.23,0.61,-0.12
5.67,1.07,-0.5,0.98,0.86,-0.49
3.47,1.05,0.56,0.86,0.64,-0.59
2.34,2.37,1.96,0.45,-0.64,-0.47
4.71,3.78,2.18,-0.37,-1.3,-0.9
3.48,5.21,3.59,-1.61,-1.5,-1.56
1.91,6.79,5.54,-3.03,-2.22,-2.64
0.7,8.82,5.99,-4.29,-3.15,-3.55
-1.0,11.48,6.32,-4.37,-4.37,-3.85
-0.78,12.14,5.33,-4.37,-4.37,-3.98
1.88,10.8,3.95,-4.37,-4.37,-4.37
3.5,10.48,4.34,-4.37,-4.35,-4.37
0.26,12.31,6.68,-4.37,-4.37,-4.37
-2.29,12.94,6.43,-4.37,-4.37,-4.37
0.09,14.35,4.42,-4.37,-4.37,-4.37
2.72,14.67,1.12,-4.37,-4.37,-4.37
1.85,19.61,1.64,-4.37,-3.84,-4.37
-3.31,19.61,0.12,-4.37,-4.28,-3.89
