ax,ay,az,gx,gy,gz
6.85,3.17,-0.63,1.06,-0.16,-0.06
7.31,3.37,-0.39,0.79,-0.11,-0.05
7.25,3.0,-0.48,0.59,-0.21,-0.12
6.34,2.62,-0.58,0.61,-0.68,-0.17
7.1,1.8,-2.26,0.99,-0.85,-0.23
8.25,1.2,-2.05,1.31,0.24,-0.72
6.19,5.88,0.02,0.25,0.81,-1.41
3.58,9.07,3.61,-1.91,0.23,-1.9
3.2,7.78,6.06,-3.78,-1.33,-2.12
4.84,4.39,7.49,-3.69,-1.99,-2.7
4.64,4.02,9.65,-2.95,-2.07,-3.91
2.94,6.88,11.1,-3.09,-2.21,-4.37
0.31,13.02,12.3,-4.23,-3.46,-4.37
-2.08,15.46,10.98,-4.37,-4.37,-4.37
-0.28,13.6,6.45,-4.37,-4.37,-4.37
5.14,15.06,3.77,-4.37,-4.37,-4.37
8.17,14.92,1.94,-4.37,-4.37,-4.37
8.75,14.66,0.28,-4.37,-4.04,-4.37
7.3,15.18,-0.74,-4.37,-3.04,-4.37
5.38,16.43,-1.02,-4.37,-2.81,-4.17
