ax,ay,az,gx,gy,gz
6.74,6.03,-3.74,-0.09,-2.02,0.42
5.94,4.63,-2.62,-0.79,-1.12,-0.38
7.08,6.93,-2.14,-1.62,-1.12,-0.82
7.62,7.52,-0.97,-2.14,-1.55,-0.7
9.39,9.89,-0.18,-3.05,-1.84,-1.28
10.24,11.45,0.03,-4.24,-2.19,-1.9
11.0,11.58,-0.11,-4.37,-2.49,-2.93
12.7,13.2,-0.11,-4.37,-2.59,-2.64
13.19,9.82,-1.46,-4.37,-2.92,-1.15
13.12,5.48,-4.26,-4.37,-3.34,-1.17
16.52,4.38,-6.0,-4.37,-2.64,-1.38
17.19,4.96,-6.98,-4.37,-1.46,-1.47
15.46,8.27,-9.3,-4.37,-0.36,-1.97
15.46,15.65,-11.12,-4.37,0.82,-1.74
14.8,19.61,-11.38,-4.37,2.17,-1.02
10.33,19.61,-13.14,-4.37,3.06,-0.84
7.56,19.61,-11.75,-4.37,4.16,-0.48
3.29,19.61,-7.84,-4.3,4.37,1.42
-2.04,19.61,-4.72,-3.38,4.36,2.6
-6.44,19.61,-3.38,-3.27,4.05,2.9
