ax,ay,az,gx,gy,gz
16.95,9.97,-10.47,3.18,-0.93,1.86
19.5,17.18,-9.07,0.84,-0.63,2.6
19.61,16.86,-8.91,-3.05,-0.32,2.47
19.61,13.13,-9.2,-4.37,0.2,2.43
19.61,7.69,-8.61,-4.37,0.81,2.58
19.61,2.03,-10.4,-4.37,1.34,1.82
19.61,0.6,-15.26,-4.37,2.18,1.12
19.61,-3.31,-19.61,-4.37,3.09,0.62
19.61,-3.83,-19.61,-4.37,3.88,-0.26
17.22,1.03,-19.61,-4.37,4.37,-0.43
10.32,10.29,-19.61,-4.37,4.37,-0.18
3.28,14.95,-19.61,-4.08,4.37,0.86
-5.13,13.79,-16.12,-4.37,4.37,-0.05
-10.37,6.23,-11.96,-4.37,4.37,-1.88
-14.39,4.73,-8.99,-4.37,4.37,-2.2
-19.61,4.68,-9.99,-4.37,4.37,0.86
-19.61,-4.34,-7.72,-4.17,4.37,0.4
-19.61,-2.73,-1.44,-4.37,4.37,-1.34
-19.61,-4.25,2.39,-4.37,4.37,-2.49
