ax,ay,az,gx,gy,gz
6.48,2.51,0.44,-0.16,-1.22,0.53
6.04,2.53,-0.13,-0.29,-0.8,0.35
6.25,2.83,1.65,-0.5,-0.58,0.01
5.84,4.44,3.47,-0.92,-0.82,-0.14
5.57,6.31,5.82,-1.24,-1.61,0.1
6.38,7.99,6.69,-1.96,-2.55,0.24
7.76,8.06,6.6,-3.36,-3.23,-0.17
8.69,6.45,5.78,-4.22,-3.67,-0.84
9.56,7.73,4.82,-4.35,-4.19,-1.27
10.89,10.12,2.45,-4.37,-4.37,-1.65
13.82,10.52,-1.25,-4.37,-4.37,-2.16
17.78,9.54,-3.96,-4.37,-4.35,-2.34
17.42,8.16,-5.14,-4.37,-3.9,-1.78
13.18,6.8,-5.84,-4.11,-4.02,-1.4
10.91,8.32,-8.55,-3.0,-4.37,-1.58
15.4,14.25,-13.29,-4.0,-3.28,-2.06
15.54,16.22,-16.05,-4.37,-0.77,-2.84
9.28,12.61,-15.89,-4.37,0.83,-2.7
3.71,13.79,-14.57,-4.37,1.12,-1.16
2.32,15.66,-13.51,-4.37,1.39,-0.81
