ax,ay,az,gx,gy,gz
6.31,4.65,-3.18,-0.5,-0.88,0.61
2.9,4.67,-2.17,-0.89,-1.27,0.37
4.87,4.74,-2.48,-1.43,-1.3,0.04
2.73,3.78,-2.26,-1.12,-0.84,-0.22
2.2,5.29,-1.8,-0.58,-0.9,-0.45
2.49,6.93,-1.35,-0.82,-1.05,-0.75
3.9,8.33,0.27,-2.37,-1.24,-1.58
6.43,8.19,2.53,-3.8,-1.47,-2.84
8.83,8.18,4.7,-3.96,-1.97,-3.87
10.89,9.39,5.73,-3.0,-3.69,-3.38
14.27,11.01,1.89,-3.26,-4.37,-3.39
17.7,12.71,-6.6,-3.94,-4.37,-4.02
19.57,16.18,-15.57,-4.14,-4.37,-4.22
19.61,19.61,-19.61,-4.28,-4.37,-2.48
19.61,19.61,-19.61,-4.37,-2.37,0.26
16.93,19.61,-19.61,-4.37,0.29,0.7
12.93,19.61,-19.61,-4.37,1.48,0.91
7.97,19.61,-19.61,-4.37,1.12,3.7
-2.37,19.61,-19.61,-4.37,0.58,4.37
-2.21,19.61,-19.61,-4.37,1.93,4.37
