ax,ay,az,gx,gy,gz
7.06,3.53,-0.69,-0.39,-0.59,0.22
5.61,-0.18,-2.31,-0.15,-0.36,0.13
7.79,0.76,-2.21,0.67,-0.01,-0.46
6.55,4.17,-1.03,0.88,0.04,-0.44
6.91,6.54,0.47,-0.15,-0.4,-0.28
7.38,7.85,1.92,-1.78,-0.71,-0.1
8.18,7.87,2.91,-3.27,-0.85,-0.21
9.1,6.41,3.77,-4.18,-1.05,-0.49
9.39,4.28,3.84,-4.37,-1.63,-0.97
9.94,4.21,2.45,-4.37,-2.49,-1.66
11.91,4.86,0.51,-4.37,-3.09,-2.58
15.37,5.66,-1.34,-4.37,-3.44,-2.52
17.59,5.71,-3.5,-4.37,-3.79,-2.16
19.5,6.47,-5.01,-4.37,-3.59,-2.02
19.61,7.41,-7.49,-4.37,-3.32,-2.12
19.61,7.8,-11.47,-4.37,-3.34,-1.81
19.51,8.6,-15.79,-4.37,-3.27,-0.97
19.61,10.26,-17.98,-4.37,-2.43,0.12
19.06,8.04,-19.38,-4.37,-0.93,0.42
16.18,6.14,-19.6,-4.37,0.9,-0.02
