ax,ay,az,gx,gy,gz
6.13,5.14,-1.34,0.76,-0.02,0.51
6.32,5.97,-0.45,0.92,-0.73,0.62
4.4,3.83,-2.43,1.75,-0.12,1.07
5.26,2.28,-2.53,2.52,0.69,0.72
5.76,4.74,-1.5,2.33,1.0,0.51
3.35,5.22,-0.6,1.38,0.58,0.26
2.2,7.12,1.48,-0.0,-0.59,0.2
1.58,6.51,3.46,-1.46,-1.5,-0.5
0.57,8.04,6.13,-2.95,-2.28,-1.74
-1.24,8.63,7.82,-3.95,-3.17,-2.86
-4.52,13.13,9.45,-4.37,-4.37,-3.78
-7.3,17.26,9.42,-4.37,-4.37,-4.37
-4.5,19.61,8.82,-4.37,-4.37,-4.37
-0.57,19.3,8.94,-4.37,-4.37,-4.37
-0.12,16.37,9.73,-4.37,-4.37,-4.37
0.46,13.48,8.55,-4.37,-4.37,-4.37
4.02,12.88,6.78,-4.37,-4.37,-4.37
9.17,13.32,3.0,-4.37,-4.37,-4.37
9.06,15.91,4.43,-4.37,-1.41,-4.37
0.75,19.61,7.96,-4.37,-0.17,-4.37
