ax,ay,az,gx,gy,gz
6.47,-2.06,-3.51,2.24,-0.34,0.62
6.6,-1.6,-4.58,3.13,0.25,0.21
6.96,2.65,-2.53,2.83,1.43,-0.3
5.58,5.3,1.06,1.49,1.48,-0.19
5.4,5.33,3.64,0.31,0.34,0.52
5.78,4.87,4.26,0.05,-0.78,0.72
6.54,5.96,4.25,0.47,-1.28,0.94
5.43,8.48,4.7,0.32,-1.67,1.11
3.3,11.66,5.07,-1.65,-2.38,1.07
3.38,9.78,3.44,-3.99,-3.16,0.75
4.18,6.42,1.8,-4.37,-3.66,0.19
7.21,6.57,1.28,-4.37,-3.85,-0.57
12.4,8.26,0.79,-4.37,-3.76,-2.02
17.22,10.14,-1.09,-4.37,-3.62,-3.15
19.12,9.27,-5.36,-4.37,-3.88,-3.57
19.61,9.17,-11.2,-4.37,-3.67,-4.34
19.61,7.84,-18.14,-4.37,-2.3,-4.37
19.61,11.62,-19.49,-4.37,0.16,-4.37
19.05,18.93,-12.76,-4.37,2.12,-4.27
13.11,19.61,-11.58,-4.37,1.94,-2.86
