ax,ay,az,gx,gy,gz
14.75,-2.75,-0.49,-1.55,-0.39,-1.07
12.32,4.02,5.43,-2.44,-0.14,-1.03
18.01,5.09,6.74,-4.31,-0.57,-0.34
19.61,-0.32,3.27,-4.37,0.09,-0.25
19.61,-5.79,-3.79,-4.05,1.42,-0.85
19.61,-4.23,-15.22,-2.86,3.35,-1.61
19.61,1.62,-19.61,-3.47,4.37,-1.53
19.61,5.48,-19.61,-4.37,4.37,-1.64
19.61,8.15,-19.61,-4.37,4.37,-0.77
19.28,4.81,-19.61,-4.37,4.37,-0.45
5.02,8.69,-19.61,-3.39,4.37,-0.49
-7.6,16.47,-19.61,-4.37,4.37,0.84
-13.2,17.09,-18.35,-4.37,4.37,1.09
-19.61,15.26,-17.03,-4.37,4.37,1.42
-19.61,9.46,-8.34,-4.37,4.37,2.87
-19.61,-2.67,-2.39,-3.88,4.37,3.88
-19.61,-8.96,4.63,-1.98,3.08,4.0
-19.61,-6.35,9.49,-1.05,1.47,2.82
-19.61,-8.52,11.93,-0.41,-0.77,2.12
