ax,ay,az,gx,gy,gz
8.33,-0.37,3.19,0.27,-0.28,-2.9
2.27,6.37,10.9,-1.26,0.19,-2.54
5.93,7.49,16.59,-4.02,-0.48,-3.56
9.87,6.74,19.61,-4.37,-0.8,-4.11
19.61,-0.06,16.58,-4.37,0.34,-4.37
19.61,-0.41,5.32,-3.67,2.55,-4.37
19.61,17.22,-9.58,-1.76,4.27,-4.37
19.61,19.61,-19.61,-4.37,4.37,-4.32
19.61,19.61,-19.61,-4.37,4.37,-3.42
19.61,19.61,-19.61,-4.37,4.37,-1.18
7.97,19.61,-19.61,-4.37,4.37,3.51
-4.97,19.61,-19.61,-4.37,4.37,4.37
-15.87,10.87,-19.61,-4.37,4.37,4.21
-19.61,-0.2,-19.61,-4.37,4.37,4.19
-19.61,-10.7,-13.54,-3.12,4.37,4.31
-19.61,-7.76,-4.24,-2.58,4.37,2.91
-19.61,-7.99,1.84,-3.82,3.96,1.29
-19.61,-12.28,3.49,-3.39,1.22,0.93
-19.61,-15.02,4.27,-0.81,-1.19,1.28
