ax,ay,az,gx,gy,gz
4.89,-2.03,-3.28,0.13,0.6,1.48
4.78,-4.59,-2.14,0.33,-0.05,0.8
8.05,-4.98,-1.2,1.25,0.38,-0.41
5.99,0.67,1.77,1.33,0.33,-1.15
6.17,5.63,3.78,-0.68,-0.61,-1.28
7.14,5.87,2.89,-2.66,-1.5,-1.47
8.61,4.3,1.44,-3.17,-2.16,-1.85
10.24,4.44,0.55,-2.97,-2.46,-2.85
9.69,5.9,-0.46,-3.3,-2.81,-2.64
8.47,6.02,-4.12,-4.34,-3.73,-2.28
11.66,4.0,-9.65,-4.37,-3.88,-2.16
14.62,4.61,-12.62,-4.37,-3.08,-2.25
15.69,8.05,-13.92,-4.37,-1.92,-2.35
16.38,10.52,-15.63,-4.37,-0.66,-2.14
13.14,8.6,-18.98,-4.37,0.32,-2.24
12.69,9.32,-19.61,-4.37,1.39,-1.92
11.91,13.66,-19.42,-4.37,3.16,-1.53
6.87,18.88,-19.26,-4.37,4.32,-1.42
3.72,19.61,-19.56,-4.26,4.37,-1.31
0.69,19.61,-19.61,-3.27,4.37,-0.18
